0.01;0
0.015;0
0.02;0
0.025;0
0.03;0
0.035;0
0.04;0
0.045;0
0.05;0
0.055;0
0.06;0
0.065;0
0.07;0
0.075;0
0.08;0
0.085;0
0.09;0
0.095;0
0.1;0
0.105;0
0.11;0
0.115;0
0.12;0
0.125;0
0.13;0
0.135;0
0.14;0
0.145;0
0.15;0
0.155;0
0.16;0
0.165;0
0.17;0
0.175;0
0.18;0
0.185;0
0.19;0
0.195;0
0.2;0
0.205;0
0.21;0
0.215;0
0.22;0
0.225;0
0.23;0
0.235;0
0.24;0
0.245;0
0.25;0
0.255;0
0.26;0
0.265;0
0.27;0
0.275;0
0.28;0
0.285;0
0.29;0
0.295;0
0.3;0
0.305;0
0.31;0
0.315;0
0.32;0
0.325;0
0.33;0
0.335;0
0.34;0
0.345;0
0.35;0
0.355;0
0.36;0
0.365;0
0.37;0
0.375;0
0.38;0
0.385;0
0.39;0
0.395;0
0.4;0
0.405;0
0.41;0
0.415;0
0.42;0
0.425;0
0.43;0
0.435;0
0.44;0
0.445;0
0.45;0
0.455;0
0.46;0
0.465;0
0.47;0
0.475;0
0.48;0
0.485;0
0.49;0
0.495;0
0.5;0
0.505;0
0.51;0
0.515;0
0.52;0
0.525;0
0.53;0
0.535;0
0.54;0
0.545;0
0.55;0
0.555;0
0.56;0
0.565;0
0.57;0
0.575;0
0.58;0
0.585;0
0.59;0
0.595;0
0.6;0
0.605;0
0.61;0
0.615;0
0.62;0
0.625;0
0.63;0
0.635;0
0.64;0
0.645;0
0.65;0
0.655;0
0.66;0
0.665;0
0.67;0
0.675;0
0.68;0
0.685;0
0.69;0
0.695;0
0.7;0
0.705;0
0.71;0
0.715;0
0.72;0
0.725;0
0.73;0
0.735;0
0.74;0
0.745;0
0.75;0
0.755;0
0.76;0
0.765;0
0.77;0
0.775;0
0.78;0
0.785;0
0.79;0
0.795;0
0.8;0
0.805;0
0.81;0
0.815;0
0.82;0
0.825;0
0.83;0
0.835;0
0.84;0
0.845;0
0.85;0
0.855;0
0.86;0
0.865;0
0.87;0
0.875;0.0000001
0.88;0.0000001
0.885;0.0000001
0.89;0.0000001
0.895;0.0000001
0.9;0.0000001
0.905;0.0000001
0.91;0.0000001
0.915;0.0000001
0.92;0.0000001
0.925;0.0000001
0.93;0.0000001
0.935;0.0000001
0.94;0.0000001
0.945;0.0000002
0.95;0.0000002
0.955;0.0000002
0.96;0.0000002
0.965;0.0000002
0.97;0.0000002
0.975;0.0000003
0.98;0.0000003
0.985;0.0000003
0.99;0.0000003
0.995;0.0000004
1;0.0000004
1.005;0.0000004
1.01;0.0000005
1.015;0.0000005
1.02;0.0000005
1.025;0.0000006
1.03;0.0000006
1.035;0.0000007
1.04;0.0000008
1.045;0.0000008
1.05;0.0000009
1.055;0.000001
1.06;0.000001
1.065;0.0000011
1.07;0.0000012
1.075;0.0000013
1.08;0.0000015
1.085;0.0000016
1.09;0.0000017
1.095;0.0000019
1.1;0.000002
1.105;0.0000022
1.11;0.0000024
1.115;0.0000026
1.12;0.0000028
1.125;0.0000031
1.13;0.0000033
1.135;0.0000036
1.14;0.0000039
1.145;0.0000043
1.15;0.0000047
1.155;0.0000051
1.16;0.0000055
1.165;0.000006
1.17;0.0000065
1.175;0.0000071
1.18;0.0000077
1.185;0.0000084
1.19;0.0000092
1.195;0.00001
1.2;0.0000109
1.205;0.0000118
1.21;0.0000129
1.215;0.0000141
1.22;0.0000154
1.225;0.0000168
1.23;0.0000183
1.235;0.00002
1.24;0.0000219
1.245;0.000024
1.25;0.0000264
1.255;0.0000289
1.26;0.0000318
1.265;0.0000349
1.27;0.0000384
1.275;0.0000423
1.28;0.0000465
1.285;0.0000513
1.29;0.0000565
1.295;0.0000622
1.3;0.0000685
1.305;0.0000753
1.31;0.0000827
1.315;0.0000908
1.32;0.0000995
1.325;0.000109
1.33;0.0001193
1.335;0.0001304
1.34;0.0001424
1.345;0.0001553
1.35;0.0001694
1.355;0.0001845
1.36;0.0002009
1.365;0.0002185
1.37;0.0002374
1.375;0.0002579
1.38;0.0002798
1.385;0.0003033
1.39;0.0003285
1.395;0.0003553
1.4;0.0003841
1.405;0.0004147
1.41;0.0005405
1.415;0.0005771
1.42;0.0006158
1.425;0.0006567
1.43;0.0006997
1.435;0.0007448
1.44;0.0007924
1.445;0.0008421
1.45;0.000894
1.455;0.0009483
1.46;0.0010045
1.465;0.0010632
1.47;0.0011239
1.475;0.0011867
1.48;0.0012517
1.485;0.0013184
1.49;0.0013873
1.495;0.001458
1.5;0.0015302
1.505;0.0016048
1.51;0.0016807
1.515;0.0017583
1.52;0.0018376
1.525;0.0019181
1.53;0.0020006
1.535;0.0020842
1.54;0.0021692
1.545;0.0022558
1.55;0.0023434
1.555;0.0024325
1.56;0.0025228
1.565;0.002614
1.57;0.002707
1.575;0.0028009
1.58;0.002896
1.585;0.0029927
1.59;0.0030903
1.595;0.0031894
1.6;0.00329
1.605;0.0033914
1.61;0.0034949
1.615;0.0035995
1.62;0.0037049
1.625;0.0038131
1.63;0.0039219
1.635;0.0040324
1.64;0.0041447
1.645;0.0042578
1.65;0.0043732
1.655;0.0044901
1.66;0.0046077
1.665;0.0047283
1.67;0.0048498
1.675;0.0049721
1.68;0.0050979
1.685;0.0052242
1.69;0.0053523
1.695;0.0054826
1.7;0.0056137
1.705;0.0057473
1.71;0.0058825
1.715;0.0060186
1.72;0.0061576
1.725;0.0062978
1.73;0.006439
1.735;0.0065835
1.74;0.0067289
1.745;0.0068751
1.75;0.0070253
1.755;0.0071761
1.76;0.0073286
1.765;0.0074836
1.77;0.0076401
1.775;0.0077986
1.78;0.0079596
1.785;0.0081221
1.79;0.008287
1.795;0.0084547
1.8;0.0086235
1.805;0.0087955
1.81;0.0089703
1.815;0.0091462
1.82;0.0093259
1.825;0.0095083
1.83;0.009692
1.835;0.0098801
1.84;0.0100708
1.845;0.0102628
1.85;0.0104601
1.855;0.0106596
1.86;0.0108606
1.865;0.0110677
1.87;0.0112767
1.875;0.0114877
1.88;0.0117049
1.885;0.011924
1.89;0.0121455
1.895;0.0123733
1.9;0.012603
1.905;0.0128357
1.91;0.0130744
1.915;0.0133152
1.92;0.0135595
1.925;0.0138094
1.93;0.0140615
1.935;0.0143179
1.94;0.0145792
1.945;0.0148431
1.95;0.0151115
1.955;0.0153843
1.96;0.0156603
1.965;0.0159406
1.97;0.0162249
1.975;0.0165129
1.98;0.0168052
1.985;0.017101
1.99;0.017401
1.995;0.0177052
2;0.0180122
2.005;0.0183242
2.01;0.0186399
2.015;0.018958
2.02;0.0192817
2.025;0.0196088
2.03;0.0199372
2.035;0.0202727
2.04;0.020611
2.045;0.0209504
2.05;0.0212964
2.055;0.0216455
2.06;0.0219956
2.065;0.0223517
2.07;0.0227113
2.075;0.0230717
2.08;0.0234376
2.085;0.0238072
2.09;0.0241776
2.095;0.0245522
2.1;0.0249321
2.105;0.0253122
2.11;0.0256961
2.115;0.0260849
2.12;0.0264741
2.125;0.0268669
2.13;0.0272641
2.135;0.0276622
2.14;0.0280632
2.145;0.0284681
2.15;0.0288751
2.155;0.0292838
2.16;0.0296972
2.165;0.0301117
2.17;0.0305277
2.175;0.0309489
2.18;0.0313705
2.185;0.031793
2.19;0.0322218
2.195;0.0326501
2.2;0.0330795
2.205;0.0335147
2.21;0.03395
2.215;0.0343856
2.22;0.0348262
2.225;0.0352682
2.23;0.0357094
2.235;0.0361549
2.24;0.0366031
2.245;0.0370505
2.25;0.0374996
2.255;0.0379536
2.26;0.0384066
2.265;0.0388587
2.27;0.0393182
2.275;0.0397764
2.28;0.0402337
2.285;0.0406956
2.29;0.0411587
2.295;0.0416206
2.3;0.0420844
2.305;0.042552
2.31;0.0430182
2.315;0.0434838
2.32;0.0439548
2.325;0.0444251
2.33;0.0448939
2.335;0.0453665
2.34;0.04584
2.345;0.0463121
2.35;0.0467852
2.355;0.0472615
2.36;0.0477366
2.365;0.0482103
2.37;0.0486888
2.375;0.049166
2.38;0.0496422
2.385;0.0501201
2.39;0.0505996
2.395;0.0510775
2.4;0.0515541
2.405;0.0520357
2.41;0.0525151
2.415;0.0529931
2.42;0.053473
2.425;0.0539538
2.43;0.0544328
2.435;0.0549104
2.44;0.0553924
2.445;0.0558721
2.45;0.0563502
2.455;0.0568295
2.46;0.0573099
2.465;0.0577882
2.47;0.0582649
2.475;0.0587449
2.48;0.0592233
2.485;0.0596999
2.49;0.0601762
2.495;0.0606544
2.5;0.0611305
2.505;0.0616048
2.51;0.0620805
2.515;0.062556
2.52;0.0630294
2.525;0.0635011
2.53;0.0639754
2.535;0.0644477
2.54;0.0649181
2.545;0.0653879
2.55;0.0658589
2.555;0.0663278
2.56;0.0667948
2.565;0.0672622
2.57;0.0677294
2.575;0.0681945
2.58;0.0686579
2.585;0.0691223
2.59;0.0695853
2.595;0.0700465
2.6;0.0705058
2.605;0.0709666
2.61;0.0714254
2.615;0.0718822
2.62;0.0723377
2.625;0.0727941
2.63;0.0732483
2.635;0.0737007
2.64;0.074152
2.645;0.0746036
2.65;0.0750531
2.655;0.0755007
2.66;0.0759475
2.665;0.0763942
2.67;0.0768388
2.675;0.0772816
2.68;0.0777236
2.685;0.0781652
2.69;0.0786048
2.695;0.0790426
2.7;0.0794795
2.705;0.079916
2.71;0.0803505
2.715;0.0807832
2.72;0.0812149
2.725;0.0816462
2.73;0.0820755
2.735;0.0825031
2.74;0.0829295
2.745;0.0833555
2.75;0.0837795
2.755;0.0842019
2.76;0.084623
2.765;0.0850436
2.77;0.0854625
2.775;0.0858796
2.78;0.0862952
2.785;0.0867107
2.79;0.0871243
2.795;0.0875362
2.8;0.0879466
2.805;0.0883566
2.81;0.088765
2.815;0.0891718
2.82;0.0895771
2.825;0.0899816
2.83;0.0903849
2.835;0.0907866
2.84;0.0911868
2.845;0.0915859
2.85;0.0919841
2.855;0.0923808
2.86;0.0927761
2.865;0.09317
2.87;0.0935635
2.875;0.0939555
2.88;0.0943461
2.885;0.0947355
2.89;0.0951242
2.895;0.0955118
2.9;0.0958981
2.905;0.0962832
2.91;0.0966672
2.915;0.0970506
2.92;0.0974328
2.925;0.0978137
2.93;0.0981936
2.935;0.0985728
2.94;0.0989509
2.945;0.0993279
2.95;0.0997039
2.955;0.1000789
2.96;0.1004533
2.965;0.1008265
2.97;0.1011987
2.975;0.10157
2.98;0.1019406
