0.01;0
0.015;0
0.02;0
0.025;0
0.03;0
0.035;0
0.04;0
0.045;0.0134536
0.05;0.0243347
0.055;0.0316628
0.06;0.0403992
0.065;0.0507626
0.07;0.0630082
0.075;0.0774347
0.08;0.0943927
0.085;0.1142937
0.09;0.1376198
0.095;0.1649333
0.1;0.1968836
0.105;0.2342104
0.11;0.2777388
0.115;0.3283625
0.12;0.3870881
0.125;0.4547743
0.13;0.532241
0.135;0.6201184
0.14;0.7187422
0.145;0.8280568
0.15;0.9475483
0.155;1.0762286
0.16;1.2124148
0.165;1.3548607
0.17;1.5014221
0.175;1.6501609
0.18;1.7992452
0.185;1.9470329
0.19;2.0921035
0.195;2.2332431
0.2;2.3693988
0.205;2.4996191
0.21;2.6229966
0.215;2.7386232
0.22;2.8455661
0.225;2.9428646
0.23;3.0295498
0.235;3.1046829
0.24;3.1674072
0.245;3.214852
0.25;3.2505852
0.255;3.272403
0.26;3.2803408
0.265;3.2747495
0.27;3.2562948
0.275;3.2259351
0.28;3.1848818
0.285;3.1345457
0.29;3.0764762
0.295;3.0122989
0.3;2.943657
0.305;2.8721593
0.31;2.7993385
0.315;2.7266188
0.32;2.6552944
0.325;2.5865151
0.33;2.5212811
0.335;2.4604418
0.34;2.4047004
0.345;2.3481554
0.35;2.3039483
0.355;2.2661003
0.36;2.2347834
0.365;2.2100602
0.37;2.1918933
0.375;2.1801545
0.38;2.174634
0.385;2.1750497
0.39;2.1810568
0.395;2.1922569
0.4;2.2082092
0.405;2.2284426
0.41;2.2467724
0.415;2.2740249
0.42;2.3039209
0.425;2.3359039
0.43;2.36942
0.435;2.4039257
0.44;2.4388951
0.445;2.4738283
0.45;2.5082646
0.455;2.5380996
0.46;2.5702416
0.465;2.6005652
0.47;2.6287268
0.475;2.6544267
0.48;2.6774133
0.485;2.6952585
0.49;2.7123101
0.495;2.7260776
0.5;2.7364709
0.505;2.7434423
0.51;2.74699
0.515;2.7458654
0.52;2.7427192
0.525;2.736278
0.53;2.7266622
0.535;2.714024
0.54;2.6977946
0.545;2.6796536
0.55;2.6590082
0.555;2.6360972
0.56;2.6106943
0.565;2.5839252
0.57;2.5555363
0.575;2.5257648
0.58;2.4945977
0.585;2.4627865
0.59;2.4302282
0.595;2.3972269
0.6;2.3638194
0.605;2.3304915
0.61;2.2972242
0.615;2.2642189
0.62;2.2317717
0.625;2.1999324
0.63;2.1687933
0.635;2.1385901
0.64;2.1093645
0.645;2.0811528
0.65;2.0539218
0.655;2.0281335
0.66;2.0034392
0.665;1.9802968
0.67;1.9585271
0.675;1.9381465
0.68;1.9191555
0.685;1.9009205
0.69;1.8846476
0.695;1.8694116
0.7;1.8559494
0.705;1.8437861
0.71;1.8328669
0.715;1.8220958
0.72;1.8129148
0.725;1.8055456
0.73;1.7992801
0.735;1.7939959
0.74;1.7880838
0.745;1.7837391
0.75;1.78114
0.755;1.7793235
